location_id,name,type,location,address,status,food_items,latitude,longitude
1359707,Union Square Business Improvement District,Truck,MAIDEN LN: GRANT AVE to STOCKTON ST (100 - 199),Assessors Block /Lot,REQUESTED,All types of food except for BBQ on site per fire safety. Partnership with Off the Grid and their fleet of MFF's,0,0
934578,May Catering,Truck,ALABAMA ST: 16TH ST to 17TH ST (300 - 399),380 ALABAMA ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.764452392765100,-122.41267189164500
934580,May Catering,Truck,LE CONTE AVE: 03RD ST to KEITH ST (1039 - 1099),1098 LE CONTE AVE,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7194317184807,-122.39813950691400
1544284,Cochinita,Truck,TOWNSEND ST: LUSK ST to 04TH ST (252 - 299),290 TOWNSEND ST,REQUESTED,Mexican Food: Yucatan Food: Street Food,37.77775521656860,-122.394807823179
1336683,Mike's Catering,Truck,ILLINOIS ST: 16TH ST to MARIPOSA ST \ TERRY A FRANCOIS BLVD (400 - 599),409 ILLINOIS ST,EXPIRED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,0,0
1336026,Paradise Catering,Truck,FOLSOM ST: FALMOUTH ST to 06TH ST (947 - 999),965 FOLSOM ST,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,37.77900126791780,-122.40448509035800
1336021,Paradise Catering,Truck,CLEMENTINA ST: 01ST ST to ECKER ST (1 - 37),19 CLEMENTINA ST,EXPIRED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,37.78715774417400,-122.39544760515200
1332946,Mini Mobile Food Catering,Truck,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),701 16TH ST,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,0,0
934553,"Casey's Pizza, LLC",Truck,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 POST ST,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.788778723378000,-122.40257456841100
1332939,Mini Mobile Food Catering,Truck,08TH ST: HERON ST to HARRISON ST (350 - 399),350 08TH ST,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.77369415247490,-122.40965844135600
1337434,Liang Bai Ping,Truck,THOMAS AVE: HAWES ST to INGALLS ST (1200 - 1299),1265 THOMAS AVE,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.72670967536870,-122.38529469118700
1341239,Halal Cart of San Francisco,Push Cart,MARKET ST: STEUART ST to SPEAR ST (1 - 99) -- SOUTH --,1 MARKET ST,EXPIRED,Halal Gyro over Rice: Halal Chicken over Rice: Halal Gyro: and Chicken Sandwich,37.793871507150600,-122.39486523862100
1337447,Liang Bai Ping,Truck,BEALE ST: FOLSOM ST to HARRISON ST (300 - 399),300 BEALE ST,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.78813947887160,-122.39257951537400
1526958,Kid Abelha - Brazilian Hamburgers,Truck,TOLAND ST: EVANS AVE \ NAPOLEON ST to GALVEZ AVE (1 - 199),16 TOLAND ST,REQUESTED,,37.74688946752010,-122.39651029019300
1336684,Mike's Catering,Truck,INDIANA ST: 23RD ST to 25TH ST \ I-280 N ON RAMP (1200 - 1399),Assessors Block 4228/Lot080,EXPIRED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.753679978967500,-122.39041453229400
1337786,Giant Burrito,Truck,BAY SHORE BLVD: FLOWER ST to CORTLAND AVE (341 - 489) -- EAST --,353 BAY SHORE BLVD,REQUESTED,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo,37.74171783074390,-122.40541797744800
934596,May Catering,Truck,ALABAMA ST: MARIPOSA ST to 18TH ST (500 - 599),501 ALABAMA ST,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.762476819591,-122.41181900367900
